"movies","start_year","end_year","genre_1","genre_2","genre_3","rating","director_1","director_2","star_1","star_2","star_3","star_4","votes","run_time","gross"
"life itself",2014,NA,"Documentary","Biography",NA,7.8,"Steve James",NA,"Roger Ebert","Chaz Ebert"," Gene Siskel","Martin Scorsese",15182,121,0.81
"tigertail",2020,NA,"Drama",NA,NA,6.5,"Alan Yang",NA,"Tzi Ma","Christine Ko"," Hong-Chi Lee","Queenie Yu-Hsin Fang",3301,91,NA
"uisa yohan",2019,NA,"Drama","Mystery","Romance",8.2,NA,NA,"Seong Ji","Se-yeong Lee"," Hwang Hee","Min-a Jeong",857,35,NA
"frozen fever",2015,NA,"Animation","Short","Adventure",6.9,"Chris Buck","
Jennifer Lee
","Kristen Bell","Idina Menzel"," Jonathan Groff","Josh Gad",14945,8,NA
"sell by",2019,NA,"Comedy","Drama","Romance",5.7,"Mike Doyle",NA,"Scott Evans","Augustus Prew"," Michelle Buteau","Colin Donnell",928,94,NA
"super buddies",2013,NA,"Family",NA,NA,4.3,"Robert Vince",NA,"Trey Loney","John Ratzenberger"," Michael Teigen","Sam Adler",1278,81,NA
"spivak",2018,NA,"Comedy",NA,NA,5.6,"Anthony Abrams","
Adam Larson Broder
","Michael Bacall","Maggie Lawson"," Elden Henson","Mark Webber",673,91,NA
"maen too maen",2017,NA,"Action","Drama","Thriller",7.4,NA,NA,"Park Hae-Jin","Park Sung-woong"," Min-Jung Kim","Jason Nelson",1045,80,NA
"adú",2020,NA,"Drama",NA,NA,6.7,"Salvador Calvo",NA,"Luis Tosar","Álvaro Cervantes"," Anna Castillo","Moustapha Oumarou",4416,119,NA
"johan falk: gsi - gruppen för särskilda insatser",2009,NA,"Action","Crime","Thriller",6.9,"Anders Nilsson",NA,"Jakob Eklund","Joel Kinnaman"," Mikael Tornving","Meliz Karlge",3720,118,NA
"60 il, jijeongsaengjonja",2019,NA,"Drama","Thriller",NA,8.1,NA,NA,"Jin-hee Ji","Joon-ho Huh"," Kang Han-na","Lee Joon-hyuk",910,70,NA
"what did jack do?",2017,NA,"Short","Comedy","Crime",6.5,"David Lynch",NA,"Jack Cruz","David Lynch"," Toototabon","Emily Stofle",11306,17,NA
"henry gamble's birthday party",2015,NA,"Drama",NA,NA,6.1,"Stephen Cone",NA,"Cole Doman","Joe Keery"," Elizabeth Laidlaw","Pat Healy",2753,87,NA
"made in china",2019,NA,"Comedy","Drama",NA,6.2,"Mikhil Musale",NA,"Rajkummar Rao","Boman Irani"," Mouni Roy","Paresh Rawal",3947,128,NA
"2020 golden globe awards",2020,NA,"Comedy",NA,NA,7.2,"Louis J. Horvitz",NA,"Ricky Gervais","Jennifer Aniston"," Reese Witherspoon","Michael Douglas",703,134,NA
"dolly kitty aur woh chamakte sitare",2019,NA,"Comedy","Drama",NA,5.3,"Alankrita Shrivastava",NA,"Konkona Sen Sharma","Bhumi Pednekar"," Amol Parashar","Kubbra Sait",4946,126,NA
"aelliseu",2020,NA,"Drama","Fantasy","Mystery",7.2,NA,NA,"Kim Hee-seon","Joo Won"," Da-In Lee","Choi Wonyoung",792,70,NA
"yeowoogakshibyeol",2018,NA,"Drama","Romance",NA,7.1,NA,NA,"Lee Jehoon","Chae Soo-bin"," Dong-geon Lee","Kim Ji-Soo",617,35,NA
"yeolhyeolsaje",2019,NA,"Action","Comedy","Crime",8.2,NA,NA,"Nam-gil Kim","Seong-gyoon Kim"," Lee Hanee","Sung-woo Jeon",585,35,NA
"christmas with a view",2018,NA,"Drama","Romance",NA,5.2,"Justin G. Dyck",NA,"Kaitlyn Leeb","Scott Cavalheiro"," Mark Ghanimé","Kristen Kurnik",3906,91,NA
"gireumjin mello",2018,NA,"Comedy","Romance",NA,7.5,NA,NA,"Jun-Ho Lee","Jang Hyuk"," Ryeowon Jung","Im Won-hee",657,35,NA
"top secret ufo projects: declassified",2021,NA,"Documentary",NA,NA,5.7,NA,NA,"Stephen Bassett","Merrill Cook"," Caroline Cory","Richard Dolan",78,NA,NA
"walt before mickey",2015,NA,"Biography","Drama",NA,5.9,"Khoa Le",NA,"Thomas Ian Nicholas","Jon Heder"," Armando Gutierrez","David Henrie",5887,107,NA
"sseo-ni",2011,NA,"Comedy","Drama",NA,7.8,"Hyeong-Cheol Kang",NA,"Ho-jeong Yu","Shim Eun-kyung"," Hee-kyung Jin","Min-yeong Kim",5405,124,NA
"gekijouban fate/stay night: heaven's feel - i. presage flower",2017,NA,"Animation","Action","Drama",7.5,"Tomonori Sudô",NA,"Bryce Papenbrook","Noriaki Sugiyama"," Noriko Shitaya","Cristina Valenzuela",2147,120,NA
"biggie: i got a story to tell",2021,NA,"Documentary","Biography","Music",6.9,"Emmett Malloy",NA,"The Notorious B.I.G.","Damion Butler"," Sean 'Diddy' Combs","Voletta Wallace",4347,97,NA
"kyaputen hârokku",2013,NA,"Animation","Adventure","Sci-Fi",6.4,"Shinji Aramaki",NA,"Yû Aoi","Jessica Boone"," Ayano Fukuda","Arata Furuta",11876,115,NA
"zhui bu",2017,NA,"Action","Crime","Thriller",5.2,"John Woo",NA,"Hanyu Zhang","Masaharu Fukuyama"," Stephy Qi","Ha Ji-Won",2915,106,NA
"bac nord",2020,NA,"Crime","Thriller",NA,6.2,"Cédric Jimenez",NA,"Gilles Lellouche","François Civil"," Karim Leklou","Adèle Exarchopoulos",54,105,NA
"le monde est à toi",2018,NA,"Comedy","Crime",NA,6.4,"Romain Gavras",NA,"Karim Leklou","Isabelle Adjani"," Vincent Cassel","Oulaya Amamra",3906,102,NA
"hai phuong",2019,NA,"Action","Drama","Thriller",6.3,"Le-Van Kiet",NA,"Veronica Ngo","Mai Cát Vi"," Thanh Nhien Phan","Pham Anh Khoa",4265,98,0.59
"wir sind die welle",2019,NA,"Drama",NA,NA,6.2,NA,NA,"Ludwig Simon","Luise Befort"," Michelle Barthel","Mohamed Issa",2389,50,NA
"sarah cooper: everything's fine",2020,NA,"Comedy",NA,NA,5.6,"Natasha Lyonne",NA,"Helen Mirren","Marisa Tomei"," Maya Rudolph","Winona Ryder",1592,49,NA
"watashi ga motete dousunda",2016,NA,"Animation","Comedy","Drama",6.6,NA,NA,"Justin Briner","Amber Lee Connors"," Orion Pitts","Alejandro Saab",919,23,NA
"memories of a murderer: the nilsen tapes",2021,NA,"Documentary","Biography","Crime",NA,"Michael Harte",NA,NA,NA,NA,NA,NA,84,NA
"barbie: dolphin magic",2017,NA,"Animation","Adventure","Family",5.7,"Conrad Helten",NA,"Erica Lindbeck","Shannon Chan-Kent"," Kazumi Evans","Claire Margaret Corlett",619,61,NA
"our man flint",1966,NA,"Action","Adventure","Comedy",6.5,"Daniel Mann",NA,"James Coburn","Lee J. Cobb"," Gila Golan","Edward Mulhare",6205,108,16
"boca a boca",2020,NA,"Drama","Mystery","Thriller",6.4,NA,NA,"Caio Horowicz","Iza Moreira"," Michel Joelsas","Denise Fraga",674,NA,NA
"cuba and the cameraman",2017,NA,"Documentary",NA,NA,8.3,"Jon Alpert",NA,NA,NA,NA,NA,4124,113,NA
"un-myeong-cheol-eom neol sa-rang-hae",2014,NA,"Comedy","Romance",NA,7.9,NA,NA,"Jang Hyuk","Jang Na-ra"," Choi Jin-Hyuk","Dae-chul Choi",2027,60,NA
"soaked in bleach",2015,NA,"Documentary","Crime",NA,7.4,"Benjamin Statler",NA,"Daniel Roebuck","Sarah Scott"," August Emerson","Tyler Bryan",12398,90,NA
"candy jar",2018,NA,"Comedy",NA,NA,5.8,"Ben Shelton",NA,"Jacob Latimore","Sami Gayle"," Tom Bergeron","Helen Hunt",4658,92,NA
"orígenes secretos",2020,NA,"Action","Adventure","Comedy",6.1,"David Galán Galindo",NA,"Javier Rey","Verónica Echegui"," Brays Efe","Antonio Resines",5746,96,NA
"la terre et le sang",2020,NA,"Action","Crime","Drama",4.9,"Julien Leclercq",NA,"Sami Bouajila","Eriq Ebouaney"," Samy Seghir","Sofia Lesaffre",2313,80,NA
"sotto il sole di riccione",2020,NA,"Comedy","Drama","Romance",5.4,"Younuts",NA,"Cristiano Caccamo","Davide Calgaro"," Matteo Oscar Giuggioli","Ludovica Martino",2060,101,NA
"gwaenchanhah, sarangiya",2014,NA,"Comedy","Drama","Romance",8.3,NA,NA,"Dong-il Sung","Kwang-Soo Lee"," Jin Kyung","Kyung-soo Do",3454,60,NA
"chemi bednieri ojakhi",2017,NA,"Drama",NA,NA,7.4,"Nana Ekvtimishvili","
Simon Groß
","Ia Shugliashvili","Merab Ninidze"," Berta Khapava","Tsisia Qumsishvili",3482,120,NA
"dan, hanaui sarang",2019,NA,"Comedy","Drama","Fantasy",7.8,NA,NA,"Hye-Sun Shin","Myung-Soo Kim"," Dong-geon Lee","Bo-mi Kim",1420,35,NA
"meel patthar",2020,NA,"Drama",NA,NA,6.5,"Ivan Ayr",NA,"Mohinder Gujral","Pavitra Mattoo"," Lakshvir Saran","Suvinder Vicky",465,98,NA
"hurricane bianca",2016,NA,"Comedy","Drama",NA,5.9,"Matt Kugelman",NA,"Roy Haylock","Lola Botha"," Grayson Thorne Kilpatrick","Willam Belli",6221,84,NA
"wir können nicht anders",2020,NA,"Comedy","Crime","Thriller",4.8,"Detlev Buck",NA,"Kostja Ullmann","Alli Neumann"," Sascha Alexander Gersak","Sophia Thomalla",1086,105,NA
"ku'damm 56",2016,NA,"Drama",NA,NA,7.6,NA,NA,"Sonja Gerhardt","Claudia Michelsen"," Maria Ehrich","Emilia Schüle",1863,100,NA
"the royal treatment",NA,NA,"Romance",NA,NA,NA,"Rick Jacobson",NA,"Mena Massoud","Laura Marano"," Cameron Rhodes","Jacque Drew",NA,NA,NA
"ni no kuni",2019,NA,"Animation","Action","Adventure",6.1,"Yoshiyuki Momose",NA,"Kento Yamazaki","Tucker Chandler"," Ray Chase","Greg Chun",2909,106,NA
"da yu hai tang",2016,NA,"Animation","Adventure","Drama",7.1,"Xuan Liang","
Chun Zhang
","Guanlin Ji","Shangqing Su"," Timmy Xu","Shulan Pan",5365,100,NA
"sundown",2016,NA,"Action","Adventure","Comedy",5.4,"Fernando Lebrija",NA,"Devon Werkheiser","Sean Marquette"," Silverio Palacios","Camilla Belle",2278,103,NA
"olaf's frozen adventure",2017,NA,"Animation","Short","Adventure",5.6,"Kevin Deters","
Stevie Wermers
","Josh Gad","Idina Menzel"," Kristen Bell","Jonathan Groff",11969,22,NA
"seoreunijiman yeolilgobibmida",2018,NA,"Comedy","Romance",NA,7.9,NA,NA,"Hye-Sun Shin","Yang Se-Jong"," Ahn Hyo-Seop","Ji-won Ye",1423,35,NA
"seven in heaven",2018,NA,"Drama","Horror","Mystery",5.3,"Chris Eigeman",NA,"Travis Tope","Haley Ramm"," Dylan Everett","Jake Manley",2522,94,NA
"come sunday",2018,NA,"Biography","Drama",NA,6,"Joshua Marston",NA,"Chiwetel Ejiofor","Gerard Catus"," Allie McCulloch","LaKeith Stanfield",2145,106,NA
"gojira: kaijû wakusei",2017,NA,"Animation","Action","Adventure",6,"Hiroyuki Seshita","
Kôbun Shizuno
","Mamoru Miyano","Takahiro Sakurai"," Kana Hanazawa","Tomokazu Sugita",8108,89,NA
"break",2018,NA,"Drama",NA,NA,5.9,"Marc Fouchard",NA,"Sabrina Ouazani","Kévin Mischel"," Hassam Ghancy","Slimane Nebchi",1012,96,NA
"bon cop, bad cop",2006,NA,"Action","Comedy","Crime",6.8,"Erik Canuel",NA,"Michel Beaudry","Patrice Bélanger"," Pierre Boudreau","Sarain Boylan",12296,117,NA
"plagi breslau",2018,NA,"Action","Crime","Mystery",5.8,"Patryk Vega",NA,"Malgorzata Kozuchowska","Daria Widawska"," Katarzyna Bujakiewicz","Andrzej Grabowski",4401,110,NA
"berlin calling",2008,NA,"Comedy","Drama","Music",7.2,"Hannes Stöhr",NA,"Paul Kalkbrenner","Rita Lengyel"," Corinna Harfouch","Araba Walton",13984,109,NA
"eung-dab-hala 1994",2013,NA,"Comedy","Drama","Romance",7.8,NA,NA,"Go Ara","Woo Jung"," Yoo Yeon-Seok","Seong-gyoon Kim",1091,75,NA
"chicago overcoat",2009,NA,"Action","Adventure","Crime",6,"Brian Caunter",NA,"Frank Vincent","Kathrine Narducci"," Mike Starr","Stacy Keach",1052,94,NA
"isekai wa smartphone to tomo ni.",2017,NA,"Animation","Adventure","Comedy",6.6,NA,NA,"Katsumi Fukuhara","Marika Kôno"," Maaya Uchida","Nanami Yamashita",1474,24,NA
"el hilo rojo",2016,NA,"Drama","Romance",NA,5.4,"Daniela Goggi",NA,"Eugenia Suárez","Benjamín Vicuña"," Hugo Silva","Guillermina Valdez",2371,100,NA
"american son",2019,NA,"Drama",NA,NA,5.8,"Kenny Leon",NA,"Kerry Washington","Steven Pasquale"," Jeremy Jordan","Eugene Lee",6554,90,NA
"savage dog",2017,NA,"Action","Drama",NA,5,"Jesse V. Johnson",NA,"Scott Adkins","Marko Zaror"," JuJu Chan Szeto","Cung Le",3041,94,NA
"itai no wa iya nano de bougyoryoku ni kyokufuri shitai to omoimasu",2020,NA,"Animation","Action","Adventure",7.5,NA,NA,"Jad Saxton","Megan Shipman"," Anthony Bowling","Tia Lynn Ballard",996,23,NA
"la casa de papel: el fenómeno",2020,NA,"Documentary",NA,NA,7.5,"Luis Alfaro","
Pablo Lejarreta",NA,NA,NA,NA,2634,57,NA
"yarina tek bilet",2020,NA,"Comedy","Drama","Romance",5.6,"Ozan Açiktan",NA,"Metin Akdülger","Dilan Çiçek Deniz"," Tevfik Kartal","Fatma Filiz Sencan",4492,90,NA
"past midnight",NA,NA,"Action","Adventure","Drama",NA,"Rick Famuyiwa",NA,"Star: Keanu Reeves",NA,NA,NA,NA,NA,NA
"rocky handsome",2016,NA,"Action","Crime","Drama",6.8,"Nishikant Kamat",NA,"John Abraham","Nishikant Kamat"," Sharad Kelkar","Teddy Maurya",7782,119,NA
"nae dwie teriuseu",2018,NA,"Comedy","Drama","Romance",7.5,NA,NA,"So Ji-seob","In-sun Jung"," Im She-mi","Kang Ki-Young",993,35,NA
"amateur",2018,NA,"Drama","Sport",NA,5.9,"Ryan Koo",NA,"Michael Rainey Jr.","Tekola Cornetet"," Hanna Longo","Walter Anaruk",3972,96,NA
"budapest",2018,NA,"Comedy",NA,NA,5.4,"Xavier Gens",NA,"Manu Payet","Jonathan Cohen"," Monsieur Poulpe","Alice Belaïdi",2506,102,NA
"hagane no renkinjutsushi: mirosu no seinaru hoshi",2011,NA,"Animation","Action","Adventure",7,"Kazuya Murata",NA,"Vic Mignogna","Maxey Whitehead"," Alexis Tipton","Matthew Mercer",4653,110,0.18
"lovestruck: the musical",2013,NA,"Comedy","Fantasy","Musical",6.4,"Sanaa Hamri",NA,"Jane Seymour","Sara Paxton"," Chelsea Kane","Drew Seeley",2313,83,NA
"sora yori mo tooi basho",2018,NA,"Animation","Adventure","Comedy",8.3,NA,NA,"Inori Minase","Kana Hanazawa"," Yuka Iguchi","Saori Hayami",1764,23,NA
"the brawler",2018,NA,"Biography","Crime","Drama",4.8,"Ken Kushner",NA,"Zach McGowan","Amy Smart"," Joe Pantoliano","Taryn Manning",495,95,NA
"grizzy and the lemmings",2007,NA,"Animation","Comedy","Family",7,NA,NA,"Pierre-Alain de Garrigues","Josselin Charier",NA,NA,445,7,NA
"el silencio del pantano",2019,NA,"Action","Adventure","Crime",4.9,"Marc Vigil",NA,"Pedro Alonso","Nacho Fresneda"," Carmina Barrios","José Ángel Egido",3486,92,NA
"6 balloons",2018,NA,"Drama",NA,NA,5.9,"Marja-Lewis Ryan",NA,"Abbi Jacobson","Dave Franco"," Charlotte Carel","Madeline Carel",3865,74,NA
"tout simplement noir",2020,NA,"Comedy",NA,NA,6.3,"John Wax","
Jean-Pascal Zadi
","Jean-Pascal Zadi","Caroline Anglade"," Fary","Tonton Marcel",1444,90,NA
"anatomy of a love seen",2014,NA,"Drama","Romance",NA,4.7,"Marina Rice Bader",NA,"Sharon Hinnendael","Jill Evyn"," Constance Brenneman","Marina Rice Bader",2487,80,NA
"lou",NA,NA,"Crime","Drama","Mystery",NA,"Anna Foerster",NA,"Jurnee Smollett","Allison Janney"," Logan Marshall-Green","Matt Craven",NA,NA,NA
"home is where the killer is",2019,NA,"Thriller",NA,NA,4.4,"Kaila York",NA,"Stacy Haiduk","Richard Speight Jr."," Kelly Kruger","Beth Littleford",486,87,NA
"dakteo peurijeuneo",2019,NA,"Drama","Mystery","Thriller",7.8,NA,NA,"Byeong-cheol Kim","Min Namkoong"," Nara","Choi Wonyoung",446,35,NA
"börü",2018,NA,"Action","Thriller","War",8.2,NA,NA,"Ahu Türkpençe","Serkan Çayoglu"," Emir Benderlioglu","Murat Arkin",6607,80,NA
"naeil geudaewa",2017,NA,"Fantasy","Romance",NA,7.5,NA,NA,"Lee Jehoon","Shin Min-a"," Kang Ki-Doong","Seung-gil Jeong",766,60,NA
"the present",2020,NA,"Short","Drama",NA,7.6,"Farah Nabulsi",NA,"Saleh Bakri","Maryam Kanj"," Mariam Basha",NA,2573,24,NA
"check point",2017,NA,"Action","Thriller","War",3.2,"Thomas J. Churchill",NA,"Kenny Johnson","Tyler Mane"," William Forsythe","Michelle Lee",1000,97,NA
"la sombra de la ley",2018,NA,"Action","Adventure","Crime",6.3,"Dani de la Torre",NA,"Luis Tosar","Michelle Jenner"," Vicente Romero","Manolo Solo",3539,126,NA
"dragon quest: your story",2019,NA,"Animation","Adventure","Family",6.6,"Takashi Yamazaki",NA,"Kasumi Arimura","Steve Blum"," Shaun Conde","Jacob Craner",2541,103,NA
"musarañas",2014,NA,"Drama","Horror","Thriller",6.7,"Juanfer Andrés","
Esteban Roel
","Macarena Gómez","Nadia de Santiago"," Hugo Silva","Luis Tosar",6598,91,NA
"joseonroko nokdujeon",2019,NA,"Action","Comedy","History",7.9,NA,NA,"Dong-Yoon Jang","Kim So-Hyun"," Tae-oh Kang","Jun-ho Jeong",832,30,NA
"trailer park boys: out of the park",2016,NA,"Adventure","Comedy","Crime",6.7,NA,NA,"John Paul Tremblay","Robb Wells"," Mike Smith","Tom Mayhue",2144,30,NA
"naesungjukin boseu",2017,NA,"Comedy","Drama","Romance",7.3,NA,NA,"Gong Seung-Yeon","Woo-jin Yeon"," Bak Yoon","Jun Hyo-Seong",1290,70,NA
"dime cuándo tú",2020,NA,"Comedy",NA,NA,5.8,"Gerardo Gatica González",NA,"Héctor Bonilla","Ofelia Reyes Botello"," Brett Calo","Manolo Caro",743,95,NA
"radio rebel",2012,NA,"Comedy","Drama","Family",5.9,"Peter Howitt",NA,"Debby Ryan","Sarena Parmar"," Adam DiMarco","Atticus Mitchell",9016,85,NA
"7 prisioneiros",2021,NA,"Drama",NA,NA,NA,"Alexandre Moratto",NA,"Rodrigo Santoro","Christian Malheiros"," Lucas Oranmian",NA,NA,90,NA
"eating out: the open weekend",2011,NA,"Comedy",NA,NA,5.5,"Q. Allan Brocka",NA,"Aaron Milo","Chris Puckett"," Chris Salvatore","Harmony Santana",2277,82,NA
"christmas on the square",2020,NA,"Comedy","Family","Musical",5.2,"Debbie Allen",NA,"Dolly Parton","Jenifer Lewis"," Josh Segarra","Jeanine Mason",2239,98,NA
"frankenstein's monster's monster, frankenstein",2019,NA,"Comedy",NA,NA,5.9,"Daniel Gray Longino",NA,"David Harbour","Kate Berlant"," Alex Ozerov","Mary Woronov",2017,32,NA
"vivir dos veces",2019,NA,"Comedy","Drama",NA,7.2,"Maria Ripoll",NA,"Oscar Martínez","Inma Cuesta"," Mafalda Carbonell","Nacho López",5770,101,NA
"yo soy la felicidad de este mundo",2014,NA,"Drama",NA,NA,4.5,"Julián Hernández",NA,"Hugo Catalán","Gabino Rodríguez"," Andrea Portal","Emilio von Sternerfels",983,122,NA
"el autor",2017,NA,"Comedy","Crime","Drama",6.5,"Manuel Martín Cuenca",NA,"Javier Gutiérrez","María León"," Adelfa Calvo","Adriana Paz",5276,112,NA
"tribhanga",2021,NA,"Drama","Family",NA,6.1,"Renuka Shahane",NA,"Kajol","Tanvi Azmi"," Mithila Palkar","Kunaal Roy Kapur",2588,95,NA
"wheels of fortune",2020,NA,"Comedy",NA,NA,5.4,"Shaun Paul Piccinino",NA,"Matt Jones","Jeff Fahey"," Noureen DeWulf","John Ducey",618,106,NA
"aneun waipeu",2018,NA,"Fantasy","Romance",NA,7.6,NA,NA,"Seong Ji","Han Ji-min"," Seung-jo Jang","Kang Han-na",660,60,NA
"the boss baby: get that baby!",2020,NA,"Animation","Short","Adventure",4.9,"Dan Forgione","
Pete Jacobs","Flula Borg","Alex Cazares"," Rhys Darby","Pierce Gagnon",222,24,NA
"won't back down",2012,NA,"Drama",NA,NA,6.5,"Daniel Barnz",NA,"Viola Davis","Maggie Gyllenhaal"," Holly Hunter","Oscar Isaac",6317,121,5.31
"pelé",2021,NA,"Documentary","Biography","Sport",7,"Ben Nicholas","
David Tryhorn
","Amarildo","Fernando Henrique Cardoso"," Benedita da Silva","Mengálvio Pedro Figueiró",3513,108,NA
"death clique",2014,NA,"Crime","Drama","Mystery",5.6,"Doug Campbell",NA,"Barbara Alyn Woods","Tina Ivlev"," Lexi Ainsworth","Brittany Underwood",1271,83,NA
"a wish for christmas",2016,NA,"Drama","Family","Fantasy",6,"Christie Will Wolf",NA,"Lacey Chabert","Paul Greene"," Andrea Brooks","Colleen Wheeler",4260,84,NA
"divines",2016,NA,"Crime","Drama",NA,7.4,"Houda Benyamina",NA,"Oulaya Amamra","Déborah Lukumuena"," Kévin Mischel","Jisca Kalvanda",9245,105,NA
"torbaaz",2020,NA,"Action","Drama","Sport",6.7,"Girish Malik",NA,"Sanjay Dutt","Nargis Fakhri"," Rahul Dev","Kuwaarjeet Chopraa",5886,133,NA
"suzumiya haruhi no shôshitsu",2010,NA,"Animation","Drama","Family",8.1,"Tatsuya Ishihara","
Yasuhiro Takemoto
","Aya Hirano","Tomokazu Sugita"," Minori Chihara","Yûko Gotô",6660,162,NA
"the girls i've been",NA,NA,"Thriller",NA,NA,NA,NA,NA,"Star: Millie Bobby Brown",NA,NA,NA,NA,NA,NA
"the minimalists: less is now",2021,NA,"Documentary",NA,NA,5.9,"Matt D'Avella",NA,"Joshua Fields Millburn","Ryan Nicodemus"," Dave Ramsey","Denaye Barahona",3415,53,NA
"den enfaldige mördaren",1982,NA,"Drama",NA,NA,7.6,"Hans Alfredson",NA,"Stellan Skarsgård","Maria Johansson"," Hans Alfredson","Per Myrberg",3065,108,NA
"the big combo",1955,NA,"Crime","Drama","Film-Noir",7.4,"Joseph H. Lewis",NA,"Cornel Wilde","Richard Conte"," Jean Wallace","Brian Donlevy",7024,87,NA
"man vs. bee",NA,NA,"Comedy",NA,NA,NA,NA,NA,"Star: Rowan Atkinson",NA,NA,NA,NA,NA,NA
"zindagi inshort",2020,NA,"Comedy","Drama","Romance",7.2,NA,NA,"Deepak Dobriyal","Divya Dutta"," Neena Gupta","Vedika Nanwani",568,116,NA
"prooi",2016,NA,"Comedy","Horror","Thriller",5.2,"Dick Maas",NA,"Julian Looman","Mark Frost"," Abbey Hoes","Mike Libanon",2118,108,NA
"christmas made to order",2018,NA,"Romance",NA,NA,5.7,"Sam Irvin",NA,"Alexa PenaVega","Jonathan Bennett"," Jo Marie Payton","Jacob Young",3759,80,NA
"into the inferno",2016,NA,"Documentary",NA,NA,7.2,"Werner Herzog",NA,"Werner Herzog","Clive Oppenheimer"," Maurice Krafft","Kampiro Kayrento",7942,104,NA
"a christmas prince: the royal baby",2019,NA,"Family","Romance",NA,5.4,"John Schultz",NA,"Rose McIver","Ben Lamb"," Alice Krige","Honor Kneafsey",5594,84,NA
"big bear",2017,NA,"Comedy",NA,NA,5.1,"Joey Kern",NA,"Pablo Schreiber","Adam Brody"," Tyler Labine","Zachary Knighton",1280,88,NA
"private life",2020,NA,"Crime","Drama","Romance",6.6,NA,NA,"Seohyun","Hyo-jin Kim"," Tae Won-suk","Go Kyung-Pyo",498,70,NA
"toy story that time forgot",2014,NA,"Animation","Short","Adventure",7.2,"Steve Purcell",NA,"Tom Hanks","Tim Allen"," Kristen Schaal","Kevin McKidd",10644,22,NA
"from the dark",2014,NA,"Horror","Thriller",NA,4.9,"Conor McMahon",NA,"Niamh Algar","Stephen Cromwell"," Ged Murray","Gerry O'Brien",3108,90,NA
"zig & sharko",2010,NA,"Animation","Action","Comedy",6.9,NA,NA,"",NA,NA,NA,469,7,NA
"7 ilui wangbi",2017,NA,"Drama","Romance",NA,7.8,NA,NA,"Hyun-Sung Jang","Do Ji-Won"," Dong-geon Lee","Eun-seo Son",388,NA,NA
"7 guardians of the tomb",2018,NA,"Action","Adventure","Horror",4.5,"Kimble Rendall",NA,"Bingbing Li","Kellan Lutz"," Kelsey Grammer","Chun Wu",3681,90,NA
"asobi asobase",2018,NA,"Animation","Comedy",NA,7.9,NA,NA,"Hina Kino","Rika Nagae"," Konomi Kohara","Maki Izawa",875,24,NA
"love per square foot",2018,NA,"Comedy","Romance",NA,7.2,"Anand Tiwari",NA,"Vicky Kaushal","Angira Dhar"," Alankrita Sahai","Raghuvir Yadav",7730,133,NA
"hôhokekyo tonari no yamada-kun",1999,NA,"Animation","Comedy","Family",7.2,"Isao Takahata",NA,"Yukiji Asaoka","Tôru Masuoka"," Masako Araki","Hayato Isohata",12928,104,NA
"ddo oh hae yeong",2016,NA,"Comedy","Fantasy","Romance",7.9,NA,NA,"Eric Moon","Hyeon-jin Seo"," Ji-won Ye","Ji-seok Kim",1479,70,NA
"ajji",2017,NA,"Crime","Drama",NA,6.9,"Devashish Makhija",NA,"Sushama Deshpande","Smita Tambe"," Sharvani Suryavanshi","Abhishek Banerjee",1016,104,NA
"elephant white",2011,NA,"Action","Crime","Thriller",5.1,"Prachya Pinkaew",NA,"Djimon Hounsou","Markus Waldow"," Kevin Bacon","Jirantanin Pitakporntrakul",10586,91,NA
"gharabeeb soud",2017,NA,"Drama","Thriller","War",5.6,NA,NA,"Eman Abdelaziz","Shoaib Ahmed"," Shadi Al Safadi","Mohammed Al-Ahmad",239,NA,NA
"headspace: guide to meditation",2021,NA,"Documentary","Animation",NA,8.5,NA,NA,"Star: Andy Puddicombe",NA,NA,NA,1259,173,NA
"schwarze insel",2021,NA,"Drama","Mystery","Thriller",NA,"Miguel Alexandre",NA,"Hanns Zischler","Alice Dwyer"," Mercedes Müller","Philip Froissant",NA,104,NA
